,Unnamed: 0,Security,Symbol,GICS Sector,GICS Sub Industry,Ticker,Price,Shares Outstanding,Market Cap,Expected Growth - 5 Year,Last 12 Month Return,Beta,Avg Current Estimate,EPS
745,745,"Community Health Systems, Inc.",CYH,Health Care,Healthcare Facilities,CYH,3.55,114760000.0,397083000.0,0.061,-0.07139999999999999,4.3,-1.49,-6.99
746,746,"Cytokinetics, Incorporated",CYTK,Health Care,Biotechnology,CYTK,9.41,55370000.0,486730000.0,0.15,0.1325,2.03,-1.77,-1.95
747,747,"Daktronics, Inc.",DAKT,Information Technology,Electronic Equipment and Instruments,DAKT,7.46,45010000.0,341195000.0,0.1,-0.1709,0.9,0.18,0.13
748,748,Dana Incorporated,DAN,Consumer Discretionary,Auto Parts & Equipment,DAN,19.55,143460000.0,2805000000.0,0.0774,-0.1702,2.04,3.27,2.91
749,749,Darling Ingredients Inc.,DAR,Consumer Staples,Agricultural Products,DAR,21.63,164700000.0,3579000000.0,0.03,0.262,0.69,0.89,0.6
750,750,"Diebold Nixdorf, Incorporated",DBD,Information Technology,"Technology Hardware, Storage and Peripherals",DBD,10.01,76560000.0,778649000.0,0.03,-0.1902,3.52,0.3,-7.48
751,751,Donaldson Co,DCI,Industrials,Industrial Machinery,DCI,53.95,127650000.0,6845000000.0,0.08,0.2155,1.71,2.33,2.34
752,752,"Dime Community Bancshares, Inc.",DCOM,Financials,Thrifts and Mortgage Finance,DCOM,19.97,36020000.0,720762000.0,0.0125,0.0116,1.03,1.29,1.31
753,753,3D Systems Corporation,DDD,Information Technology,"Technology Hardware, Storage and Peripherals",DDD,10.8,116680000.0,1241000000.0,0.1,0.0707,2.43,0.17,-0.41
754,754,Dillard's Inc,DDS,Consumer Discretionary,Department Stores,DDS,68.94,22340000.0,1789000000.0,-,-0.0746,1.02,5.52,6.23
755,755,"Easterly Government Properties, Inc.",DEA,Real Estate,Office REITs,DEA,17.82,60900000.0,1254000000.0,-,-0.1368,0.96,0.16,0.08
756,756,Deckers Outdoor Corporation,DECK,Consumer Discretionary,Footwear,DECK,157.85,29130000.0,4616000000.0,0.139,0.6901999999999999,0.48,7.98,8.59
757,757,"Douglas Emmett, Inc.",DEI,Real Estate,Office REITs,DEI,40.64,170240000.0,8111000000.000001,0.08,0.0907,0.66,0.69,0.68
758,758,Dean Foods Company,DF,Consumer Staples,Packaged Foods and Meats,DF,1.82,91700000.0,156813000.0,-0.06280000000000001,-0.7898000000000001,0.48,-0.43,-3.5789999999999997
759,759,"Donnelley Financial Solutions, Inc.",DFIN,Financials,Financial Exchanges and Data,DFIN,15.57,34210000.0,520267000.00000006,0.1,-0.156,1.69,1.33,2.16
760,760,Digi International Inc.,DGII,Information Technology,Communications Equipment,DGII,13.0,27680000.0,355347000.0,0.17,0.1278,1.84,0.36,0.38
761,761,"Dine Brands Global, Inc.",DIN,Consumer Discretionary,Restaurants,DIN,92.06,17680000.0,1563000000.0,0.039,0.1562,0.8,7.13,4.37
762,762,Diodes Incorporated,DIOD,Information Technology,Semiconductors,DIOD,35.96,50600000.0,1828000000.0,0.15,0.25739999999999996,0.85,2.56,2.04
763,763,Dick's Sporting Goods Inc,DKS,Consumer Discretionary,Specialty Stores,DKS,37.71,71760000.0,3567000000.0,-,0.1402,1.0,3.26,3.24
764,764,Delphi Technologies PLC,DLPH,Consumer Discretionary,Auto Parts & Equipment,DLPH,22.3,88530000.0,1940000000.0,0.03,-0.5368999999999999,-,3.05,4.03
765,765,Deluxe Corporation,DLX,Industrials,Commercial Printing,DLX,44.99,43600000.0,1955000000.0,0.075,-0.3458,1.73,5.47,2.75
766,766,Dun & Bradstreet Corp,DNB,Industrials,Research & Consulting Services,DNB,-,-,-,-,-,-,-,-
767,767,Dunkin' Brands Group Inc,DNKN,Consumer Discretionary,Restaurants,DNKN,75.18,82600000.0,6172000000.0,0.0725,0.23329999999999998,1.01,2.98,2.71
768,768,NOW Inc,DNOW,Industrials,Trading Companies & Distributors,DNOW,15.19,110060000.0,1615000000.0,-,0.249,1.72,0.39,0.47
769,769,Denbury Resources Inc.,DNR,Energy,Oil and Gas Exploration and Production,DNR,2.3,451450000.0,1010999999.9999999,0.326,-0.31,2.71,0.48,0.7090000000000001
770,770,Diamond Offshore Drilling,DO,Energy,Oil & Gas Drilling,DO,10.71,137580000.0,1349000000.0,-0.18,-0.4171,1.97,-2.13,-1.31
771,771,"Dorman Products, Inc.",DORM,Consumer Discretionary,Auto Parts and Equipment,DORM,84.36,32830000.0,2864000000.0,0.15,0.3212,0.68,4.49,4.02
772,772,"Diplomat Pharmacy, Inc.",DPLO,Health Care,Healthcare Services,DPLO,5.59,74670000.0,413300000.0,-0.056900000000000006,-0.7439,0.69,0.34,-4.07
773,773,Domino's Pizza Inc,DPZ,Consumer Discretionary,Restaurants,DPZ,269.51,41100000.0,11151000000.0,0.14529999999999998,0.11230000000000001,0.96,9.41,8.55
774,774,DiamondRock Hospitality Company,DRH,Real Estate,Hotel and Resort REITs,DRH,10.77,201860000.0,2197000000.0,-0.095,-0.0253,1.47,0.44,0.43
775,775,Dril-Quip,DRQ,Energy,Oil & Gas Equipment & Services,DRQ,45.14,36230000.0,1581000000.0,-0.259,0.0782,2.49,-0.01,-2.58
776,776,"DSP Group, Inc.",DSPG,Information Technology,Semiconductors,DSPG,14.2,22630000.0,321739000.0,-,0.19920000000000002,0.89,-,-0.09
777,777,DSW Inc.,DSW,Consumer Discretionary,Apparel Retail,DSW,22.24,-,1766000000.0,-,-,-,1.86,-
778,778,"DXP Enterprises, Inc.",DXPE,Industrials,Trading Companies and Distributors,DXPE,43.67,17580000.0,745464000.0,0.2,0.2066,2.17,2.41,1.94
779,779,Dycom Industries Inc,DY,Industrials,Construction & Engineering,DY,49.37,31480000.0,1556000000.0,-,-0.5256000000000001,1.36,2.5,1.97
780,780,Brinker International Inc,EAT,Consumer Discretionary,Restaurants,EAT,45.15,37500000.0,1587000000.0,0.059699999999999996,0.0053,0.43,3.85,3.52
781,781,"Ebix, Inc.",EBIX,Information Technology,Application Software,EBIX,50.25,30550000.0,1534000000.0,0.1,-0.3493,2.09,4.43,2.95
782,782,Emergent BioSolutions Inc.,EBS,Health Care,Biotechnology,EBS,53.52,51380000.0,2659000000.0,0.10300000000000001,0.0318,1.51,3.0,1.22
783,783,"Echo Global Logistics, Inc.",ECHO,Industrials,Air Freight and Logistics,ECHO,23.25,27900000.0,644142000.0,0.1423,-0.1502,2.02,1.83,0.99
784,784,"US Ecology, Inc.",ECOL,Industrials,Environmental and Facilities Services,ECOL,60.5,22060000.0,1341000000.0,0.05,0.1355,0.71,2.26,2.25
785,785,"Encore Capital Group, Inc.",ECPG,Financials,Consumer Finance,ECPG,29.77,30970000.0,894315000.0,0.13,-0.3323,2.3,5.26,4.06
786,786,Education Realty Trust Inc.,EDR,Real Estate,Residential REITs,EDR,-,-,-,-,-,-,-,-
787,787,El Paso Electric Company,EE,Utilities,Electric Utilities,EE,59.98,40860000.0,2488000000.0,0.038,0.1747,0.51,2.59,2.07
788,788,"Electronics for Imaging, Inc.",EFII,Information Technology,"Technology Hardware, Storage and Peripherals",EFII,37.2,43080000.0,1609000000.0,0.07,0.3448,1.1,1.75,-0.02
789,789,"8x8, Inc.",EGHT,Information Technology,Application Software,EGHT,23.65,95650000.0,2288000000.0,-2.185,0.1704,0.94,-0.21,-0.79
790,790,"Engility Holdings, Inc.",EGL,Industrials,Aerospace and Defense,EGL,-,-,-,-,-,-,-,-
791,791,Energen,EGN,Energy,Oil & Gas Exploration & Production,EGN,-,-,-,-,-,-,-,-
792,792,NIC Inc.,EGOV,Information Technology,Data Processing and Outsourced Services,EGOV,17.27,67530000.0,1162000000.0,0.1,0.15960000000000002,1.37,0.72,0.87
793,793,"EastGroup Properties, Inc.",EGP,Real Estate,Industrial REITs,EGP,112.84,36630000.0,4197000000.0,0.077,0.2582,0.78,2.2,2.29
794,794,"Eagle Pharmaceuticals, Inc.",EGRX,Health Care,Biotechnology,EGRX,52.92,13920000.0,714525000.0,0.025,0.0179,2.31,4.12,2.09
795,795,Encompass Health Corp.,EHC,Health Care,Health Care Facilities,EHC,65.05,98740000.0,6369000000.0,0.057300000000000004,0.0613,1.34,3.77,3.12
796,796,"eHealth, Inc.",EHTH,Financials,Insurance Brokers,EHTH,64.61,22550000.0,1346000000.0,0.15,2.448,1.08,1.3,-0.01
797,797,"Employers Holdings, Inc.",EIG,Financials,Property and Casualty Insurance,EIG,42.69,32049999.999999996,1369000000.0,0.1,0.041299999999999996,0.4,2.23,5.04
798,798,Callaway Golf Company,ELY,Consumer Discretionary,Leisure Products,ELY,17.57,94820000.0,1656000000.0,0.309,0.0174,0.94,0.99,1.08
799,799,Emcor,EME,Industrials,Construction & Engineering,EME,81.15,56080000.0,4735000000.0,0.15,0.08869999999999999,1.22,5.27,4.85
800,800,Endo International plc,ENDP,Health Care,Pharmaceuticals,ENDP,7.83,224400000.0,1672000000.0,-0.161,0.3613,2.45,2.17,-4.61
801,801,Energizer Holdings Inc,ENR,Consumer Staples,Household Products,ENR,47.99,69870000.0,3367000000.0,0.040999999999999995,-0.15990000000000001,0.5,3.02,1.69
802,802,EnerSys,ENS,Industrials,Electrical Components & Equipment,ENS,70.69,43050000.0,3003000000.0,0.1,0.0333,1.1,4.93,4.58
803,803,"The Ensign Group, Inc.",ENSG,Health Care,Healthcare Facilities,ENSG,51.48,53520000.0,2751000000.0,0.15,0.8418000000000001,1.09,2.2,1.7
804,804,"Enanta Pharmaceuticals, Inc.",ENTA,Health Care,Biotechnology,ENTA,88.24,19440000.0,1702000000.0,-,-0.0575,1.71,1.79,4.13
805,805,"Enova International, Inc.",ENVA,Financials,Consumer Finance,ENVA,29.79,33680000.0,934052000.0,-,0.0143,1.47,3.06,2.19
806,806,"Bottomline Technologies (de), Inc.",EPAY,Information Technology,Application Software,EPAY,50.56,40740000.0,2049999999.9999998,0.6659999999999999,0.2783,1.11,1.32,0.38
807,807,Edgewell Personal Care Company,EPC,Consumer Staples,Household Products,EPC,41.26,54120000.0,2230000000.0,-0.019,-0.06559999999999999,0.5,3.43,1.78
808,808,EPR Properties,EPR,Real Estate,Specialized REITs,EPR,77.6,74910000.0,5912000000.0,0.07,0.4068,0.75,3.13,3.27
809,809,Era Group Inc.,ERA,Energy,Oil and Gas Equipment and Services,ERA,9.08,22220000.0,212652000.0,0.07,-0.1517,1.39,-0.37,0.64
810,810,"Eldorado Resorts, Inc.",ERI,Consumer Discretionary,Casinos and Gaming,ERI,50.45,77220000.0,3833000000.0,0.05,0.2491,2.43,2.3,1.22
811,811,ESCO Technologies Inc.,ESE,Industrials,Industrial Machinery,ESE,73.87,25920000.0,1937000000.0,0.15,0.3246,0.99,3.05,2.87
812,812,"Electro Scientific Industries, Inc.",ESIO,Information Technology,Electronic Equipment and Instruments,ESIO,-,-,-,-,-,-,-,-
813,813,Esterline Technologies,ESL,Industrials,Aerospace & Defense,ESL,122.49,-,3637000000.0,0.021099999999999997,-,-,0.0,-
814,814,Essendant Inc.,ESND,Industrials,Office Services and Supplies,ESND,-,-,-,-,-,-,-,-
815,815,EnscoRowan,ESV,Energy,Oil & Gas Drilling,ESV,15.59,109350000.0,1533000000.0,-0.285,1.7186000000000001,2.45,-4.95,-5.9
816,816,Ethan Allen Interiors Inc.,ETH,Consumer Discretionary,Home Furnishings,ETH,20.95,26580000.0,583154000.0,0.092,-0.07440000000000001,0.99,1.45,1.3
817,817,Eaton Vance Corp,EV,Financials,Asset Management & Custody Banks,EV,41.22,110200000.0,4587000000.0,0.046799999999999994,-0.2412,1.58,3.15,3.23
818,818,Evercore,EVR,Financials,Investment Banking & Brokerage,EVR,98.23,41000000.0,4624000000.0,-0.045,-0.0319,2.22,7.95,7.76
819,819,"EVERTEC, Inc.",EVTC,Information Technology,Data Processing and Outsourced Services,EVTC,31.22,70230000.0,2198000000.0,0.0562,0.7047,0.13,1.87,1.16
820,820,East West Bancorp Inc,EWBC,Financials,Regional Banks,EWBC,51.82,145500000.0,7546000000.0,0.08,-0.2225,1.61,4.96,4.65
821,821,Exelixis,EXEL,Health Care,Biotechnology,EXEL,20.07,301350000.0,5949000000.0,0.46,-0.039900000000000005,2.17,1.01,2.21
822,822,"ExlService Holdings, Inc.",EXLS,Information Technology,Data Processing and Outsourced Services,EXLS,61.96,34350000.0,2044000000.0,0.1035,0.083,0.89,2.97,1.62
823,823,Eagle Materials Inc,EXP,Materials,Construction Materials,EXP,91.07,45900000.0,4184000000.0,0.08,-0.0901,1.57,4.98,4.9
824,824,"Exponent, Inc.",EXPO,Industrials,Research and Consulting Services,EXPO,56.66,51900000.0,2922000000.0,0.15,0.3097,0.09,1.42,1.37
825,825,"Express, Inc.",EXPR,Consumer Discretionary,Apparel Retail,EXPR,3.75,66510000.00000001,245410000.0,-,-0.5217,1.11,-0.2,0.13
826,826,Exterran Corporation,EXTN,Energy,Oil and Gas Equipment and Services,EXTN,15.33,36140000.0,510325000.0,-,-0.4793,1.4,0.39,0.68
827,827,"Extreme Networks, Inc.",EXTR,Information Technology,Communications Equipment,EXTR,8.08,116760000.0,936415000.0,0.2,-0.2421,1.55,0.48,-0.19
828,828,"EZCORP, Inc.",EZPW,Financials,Consumer Finance,EZPW,11.18,52480000.0,604353000.0,0.05,-0.1818,1.13,0.97,0.39
829,829,First American Financial Corp,FAF,Financials,Property & Casualty Insurance,FAF,56.46,112100000.0,6397000000.0,0.125,0.10189999999999999,1.17,4.59,4.49
830,830,"FARO Technologies, Inc.",FARO,Information Technology,Electronic Equipment and Instruments,FARO,56.03,17320000.0,974361000.0,0.3,0.1127,1.87,1.38,0.29
831,831,First BanCorp,FBP,Financials,Regional Banks,FBP,11.45,217330000.0,2465000000.0,0.136,0.5872999999999999,1.13,0.74,0.97
832,832,First Commonwealth Financial Corporation,FCF,Financials,Regional Banks,FCF,13.77,98490000.0,1345000000.0,0.08,-0.09179999999999999,1.53,1.1,1.09
833,833,"FirstCash, Inc.",FCFS,Financials,Consumer Finance,FCFS,98.79,43140000.0,4198000000.0000005,0.122,0.1355,0.89,3.91,3.49
834,834,"FTI Consulting, Inc.",FCN,Industrials,Research and Consulting Services,FCN,85.93,37030000.0,3133000000.0,0.14,0.4678,0.69,3.71,4.53
835,835,"Four Corners Property Trust, Inc.",FCPT,Real Estate,Specialized REITs,FCPT,28.23,68400000.0,1947000000.0,-,0.244,0.43,1.0,1.27
836,836,FactSet Research Systems Inc,FDS,Financials,Financial Exchanges & Data,FDS,272.6,38240000.0,10543000000.0,0.11710000000000001,0.4414,1.23,9.59,8.04
837,837,"Franklin Electric Co., Inc.",FELE,Industrials,Industrial Machinery,FELE,48.4,46350000.0,2251000000.0,0.134,0.1751,1.36,2.33,1.97
838,838,FutureFuel Corp.,FF,Materials,Specialty Chemicals,FF,14.66,43740000.0,639526000.0,-,0.253,1.31,-,1.22
839,839,First Financial Bancorp.,FFBC,Financials,Regional Banks,FFBC,25.27,98610000.0,2479000000.0,0.1,-0.1864,1.46,2.22,1.91
840,840,"First Financial Bankshares, Inc.",FFIN,Financials,Regional Banks,FFIN,62.39,67350000.0,4170000000.0,0.1,0.2551,0.99,2.36,2.27
841,841,First Horizon National Corp,FHN,Financials,Regional Banks,FHN,15.11,315360000.0,4745000000.0,0.055999999999999994,-0.1743,1.4,1.47,1.69
842,842,Fair Isaac Corporation,FICO,Information Technology,Application Software,FICO,279.8,29070000.0,8093000000.0,0.177,0.6157,1.61,7.04,4.85
843,843,Federated Investors,FII,Financials,Asset Management & Custody Banks,FII,31.0,100790000.0,3110000000.0,0.0264,0.16469999999999999,0.41,2.46,2.12
844,844,Five Below,FIVE,Consumer Discretionary,Specialty Stores,FIVE,147.09,55800000.0,8150000000.0,-,1.0889,0.93,3.06,2.66
845,845,"Comfort Systems USA, Inc.",FIX,Industrials,Construction and Engineering,FIX,52.51,36900000.0,1999000000.0,0.1,0.24600000000000002,1.42,3.27,3.09
846,846,Flowers Foods Inc.,FLO,Consumer Staples,Packaged Foods & Meats,FLO,21.65,211450000.0,4599000000.0,0.052199999999999996,-0.0429,0.23,0.97,0.74
847,847,"SPX FLOW, Inc.",FLOW,Industrials,Industrial Machinery,FLOW,36.8,42530000.0,1531000000.0,0.081,-0.1873,2.01,2.55,1.03
848,848,"First Midwest Bancorp, Inc.",FMBI,Financials,Regional Banks,FMBI,21.5,107000000.0,2300000000.0,0.07,-0.1148,1.53,1.96,1.62
849,849,Fabrinet,FN,Information Technology,Electronic Manufacturing Services,FN,60.22,36850000.0,2220000000.0,0.08960000000000001,1.1251,0.38,3.71,2.74
850,850,First Industrial Realty Trust,FR,Real Estate,Industrial REITs,FR,35.08,126490000.0,4587000000.0,0.1,0.1263,0.86,0.84,1.2
851,851,FNB Corporation,FNB,Financials,Regional Banks,FNB,12.23,321960000.0,3907000000.0,0.1,-0.0608,1.47,1.17,1.14
852,852,Finisar Corporation,FNSR,Information Technology,Communications Equipment,FNSR,23.79,117900000.0,2835000000.0,0.15,0.5347,1.06,0.99,-0.49
853,853,"FormFactor, Inc.",FORM,Information Technology,Semiconductor Equipment,FORM,18.38,74490000.0,1396000000.0,0.2,0.6019,1.28,0.88,1.38
854,854,"Forrester Research, Inc.",FORR,Industrials,Research and Consulting Services,FORR,50.59,18420000.0,932774000.0,0.12,0.27440000000000003,0.94,1.61,0.84
855,855,"Fossil Group, Inc.",FOSL,Consumer Discretionary,"Apparel, Accessories and Luxury Goods",FOSL,13.63,49610000.0,650358000.0,0.17300000000000001,-0.0916,-0.1,0.58,-0.07
856,856,Fox Factory Holding Corp.,FOXF,Consumer Discretionary,Auto Parts and Equipment,FOXF,76.96,38030000.0,2942000000.0,0.15,1.3269,1.45,2.53,2.16
857,857,"First Industrial Realty Trust, Inc.",FR,Real Estate,Industrial REITs,FR,35.08,126490000.0,4586000000.0,0.1,0.1263,0.86,0.84,1.2
858,858,Francesca's Holdings Corporation,FRAN,Consumer Discretionary,Apparel Retail,FRAN,0.6918,36170000.0,25484000.0,0.1,-0.8613,1.68,-0.37,-0.455
859,859,"Fiesta Restaurant Group, Inc.",FRGI,Consumer Discretionary,Restaurants,FRGI,13.31,27170000.0,346109000.0,0.13,-0.3667,0.26,0.72,0.29
860,860,"Franklin Financial Network, Inc.",FSB,Financials,Regional Banks,FSB,28.98,14570000.0,407497000.0,0.1,-0.1368,1.63,2.5,1.81
861,861,First Solar,FSLR,Information Technology,Semiconductors,FSLR,61.39,105350000.0,6501000000.0,0.1243,-0.12789999999999999,1.15,2.48,1.36
862,862,Franklin Street Properties Corp.,FSP,Real Estate,Office REITs,FSP,7.72,107230000.0,839619000.0,-,-0.0026,1.73,-0.03,0.12
863,863,Federal Signal Corporation,FSS,Industrials,Construction Machinery and Heavy Trucks,FSS,28.96,60250000.0,1728000000.0,0.16,0.3319,1.54,1.55,1.53
864,864,"FTD Companies, Inc.",FTD,Consumer Discretionary,Internet and Direct Marketing Retail,FTD,0.62,28320000.0,20081000.0,0.125,-0.9044,2.68,0.01,-8.033999999999999
865,865,"Flotek Industries, Inc.",FTK,Materials,Specialty Chemicals,FTK,3.52,58350000.0,206864000.0,0.1,-0.0196,4.66,-0.33,-1.213
866,866,Fortinet,FTNT,Information Technology,Systems Software,FTNT,93.02,170630000.0,15947000000.0,0.252,0.6805,1.05,2.08,1.91
867,867,Frontier Communications Corporation,FTR,Telecommunication Services,Integrated Telecommunication Services,FTR,2.8,105320000.0,301212000.0,0.073,-0.6735,1.66,-1.18,-8.37
868,868,H.B. Fuller Company,FUL,Materials,Specialty Chemicals,FUL,49.2,50890000.0,2498000000.0,0.14,-0.0085,1.38,3.28,2.61
869,869,Fulton Financial Corporation,FULT,Financials,Regional Banks,FULT,17.33,169920000.0,2933000000.0,0.0285,0.0254,0.91,1.4,1.23
870,870,Forward Air Corporation,FWRD,Industrials,Air Freight and Logistics,FWRD,63.02,28700000.0,1817000000.0,0.1381,0.166,1.72,3.4,3.16
871,871,GATX Corp.,GATX,Industrials,Capital Goods,GATX,77.66,36450000.0,2820000000.0,0.12,0.1895,1.6,4.99,4.66
872,872,"Glacier Bancorp, Inc.",GBCI,Financials,Regional Banks,GBCI,42.6,84590000.0,3600000000.0,0.1,0.1483,1.21,2.41,2.27
873,873,"The Greenbrier Companies, Inc.",GBX,Industrials,Construction Machinery and Heavy Trucks,GBX,35.61,32409999.999999996,1157000000.0,0.07,-0.1902,1.64,3.62,2.58
874,874,"Gannett Co., Inc.",GCI,Consumer Discretionary,Publishing,GCI,9.32,114470000.0,1074000000.0,-,-0.0331,2.01,0.7,0.13
875,875,Genesco Inc.,GCO,Consumer Discretionary,Apparel Retail,GCO,45.39,18350000.0,824045000.0,-,0.0639,0.69,3.59,-2.66
876,876,Green Dot Corporation,GDOT,Financials,Consumer Finance,GDOT,64.22,53150000.0,3381000000.0,0.18030000000000002,0.0546,0.71,3.64,2.18
877,877,"Greif, Inc.",GEF,Materials,Metal & Glass Containers,GEF,39.44,26230000.0,2083000000.0000002,0.15,-0.32299999999999995,1.43,3.68,3.8
878,878,GEO Group Inc.,GEO,Real Estate,Specialized REITs,GEO,19.88,121030000.0,2412000000.0,0.15,-0.1387,1.6,1.33,1.2
879,879,Geospace Technologies Corporation,GEOS,Energy,Oil and Gas Equipment and Services,GEOS,14.5,13630000.0,184179000.0,0.37,0.3653,2.6,0.0,-1.17
880,880,"Guess?, Inc.",GES,Consumer Discretionary,Apparel Retail,GES,20.2,81730000.0,1661000000.0,-,-0.13140000000000002,0.58,1.2,0.16
881,881,Griffon Corporation,GFF,Industrials,Building Products,GFF,19.78,43560000.0,848909000.0,0.2041,-0.0055000000000000005,2.79,0.96,2.45
882,882,Graco Inc.,GGG,Industrials,Industrial Machinery,GGG,51.43,166520000.0,8561000000.0,0.075,0.1664,0.87,2.02,1.99
883,883,Graham Holdings Company,GHC,Consumer Discretionary,Education Services,GHC,739.66,4350000.0,3943000000.0,0.18100000000000002,0.22899999999999998,0.34,34.42,50.19
884,884,"Greenhill & Co., Inc.",GHL,Financials,Investment Banking and Brokerage,GHL,21.0,20690000.0,420301000.0,1.183,0.2039,0.76,1.68,1.42
885,885,"Gulf Island Fabrication, Inc.",GIFI,Energy,Oil and Gas Equipment and Services,GIFI,8.7,15240000.0,129508999.99999999,0.316,-0.127,1.96,-0.1,-1.36
886,886,"G-III Apparel Group, Ltd.",GIII,Consumer Discretionary,"Apparel, Accessories and Luxury Goods",GIII,43.63,48710000.0,2104000000.0,-,0.1957,2.07,3.3,2.75
887,887,P. H. Glatfelter Company,GLT,Materials,Paper Products,GLT,15.23,44020000.0,698206000.0,0.002,-0.2738,1.75,0.7,-4.06
888,888,GameStop Corp.,GME,Consumer Discretionary,Computer & Electronics Retail,GME,8.8,102270000.0,892791000.0,-,-0.3582,0.46,1.55,-6.6
889,889,Globus Medical Inc.,GMED,Health Care,Health Care Equipment,GMED,44.97,76550000.0,4475000000.0,0.1027,-0.1258,0.88,1.71,1.54
890,890,"Green Bancorp, Inc.",GNBC,Financials,Regional Banks,GNBC,-,-,-,-,-,-,-,-
891,891,"Global Net Lease, Inc.",GNL,Real Estate,Diversified REITs,GNL,19.0,83790000.0,1602000000.0,-,0.0204,0.89,0.22,0.01
892,892,Gentex Corp.,GNTX,Consumer Discretionary,Auto Parts & Equipment,GNTX,23.13,256880000.0,5929000000.0,0.15,0.0167,1.01,1.62,1.62
893,893,Genworth Financial,GNW,Financials,Multi-line Insurance,GNW,3.95,503210000.0,1910000000.0,0.05,0.3986,0.26,1.17,0.23800000000000002
894,894,Government Properties Income Trust,GOV,Real Estate,Office REITs,GOV,-,-,-,-,-,-,-,-
895,895,"Group 1 Automotive, Inc.",GPI,Customer Discretionary,Automotive Retail,GPI,78.14,18480000.0,1442000000.0,-0.03,0.19190000000000002,1.9,9.3,8.22
896,896,Gulfport Energy Corp,GPOR,Energy,Oil & Gas Exploration & Production,GPOR,6.69,162990000.0,1059000000.0,-0.0666,-0.2828,1.17,1.21,2.45
897,897,Green Plains Inc.,GPRE,Energy,Oil and Gas Refining and Marketing,GPRE,17.52,41420000.0,717445000.0,0.15,-0.059699999999999996,1.03,-0.96,0.39
898,898,"Chart Industries, Inc.",GTLS,Industrials,Industrial Machinery,GTLS,89.3,31730000.0,2799000000.0,0.25,0.5724,1.34,2.83,2.55
899,899,Getty Realty Corp.,GTY,Real Estate,Retail REITs,GTY,32.3,40870000.0,1329000000.0,-,0.289,0.66,1.2,1.17
900,900,Granite Construction Inc.,GVA,Industrials,Construction & Engineering,GVA,44.82,46810000.0,2096000000.0,0.07,-0.1497,1.27,3.41,0.42
901,901,"Great Western Bancorp, Inc.",GWB,Financials,Regional Banks,GWB,35.3,56940000.0,1996000000.0,0.057999999999999996,-0.1429,1.63,3.2,3.06
902,902,Genesee & Wyoming,GWR,Industrials,Railroads,GWR,83.53,56500000.0,5037000000.0,0.1343,0.2302,1.27,4.38,4.03
903,903,"Hawaiian Holdings, Inc.",HA,Industrials,Airlines,HA,27.93,48040000.0,1361000000.0,-0.0217,-0.3221,2.11,3.94,4.84
904,904,Haemonetics,HAE,Health Care,Health Care Supplies,HAE,88.34,51010000.0,4461000000.0,0.12,0.1226,0.76,2.33,0.86
905,905,Hanmi Financial Corporation,HAFC,Financials,Regional Banks,HAFC,23.75,30860000.0,731717000.0,0.08,-0.1373,1.51,2.08,1.81
906,906,Hain Celestial Group,HAIN,Consumer Staples,Food Products,HAIN,22.04,104120000.0,2268000000.0,-0.0415,-0.2455,1.44,0.65,-1.55
907,907,"Haynes International, Inc.",HAYN,Materials,Steel,HAYN,33.23,12450000.0,401723000.0,0.2,-0.20329999999999998,2.13,1.31,-0.07
908,908,Hancock Holding Company,HBHC,Financials,Regional Banks,HBHC,-,-,-,-,-,-,-,-
909,909,"HCI Group, Inc.",HCI,Financials,Property and Casualty Insurance,HCI,42.4,8590000.0,364543000.0,0.25,0.0134,0.74,3.88,2.34
910,910,Healthcare Services Group,HCSG,Industrials,Diversified Support Services,HCSG,33.65,74060000.0,2509000000.0,0.0902,-0.13019999999999998,1.0,1.52,1.12
911,911,Hawaiian Electric Industries,HE,Utilities,Electric Utilities,HE,41.22,108940000.0,4524000000.0,0.059000000000000004,0.1877,0.14,1.96,1.85
912,912,Helen of Troy Limited,HELE,Consumer Discretionary,Household Appliances,HELE,143.77,25590000.0,3682000000.0,0.0723,0.6248,0.53,7.82,6.4
913,913,"HFF, Inc.",HF,Real Estate,Real Estate Services,HF,47.49,39820000.0,1896000000.0,0.15,0.3515,1.99,2.84,3.15
914,914,Heritage Financial Corporation,HFWA,Health Care,Regional Banks,HFWA,30.49,36830000.0,1123000000.0,0.07,0.0313,1.1,2.1,1.66
915,915,"Hillenbrand, Inc.",HI,Industrials,Industrial Machinery,HI,43.38,62530000.0,2683000000.0,0.125,-0.0673,1.23,2.54,1.37
916,916,"Hibbett Sports, Inc.",HIBB,Consumer Discretionary,Specialty Stores,HIBB,21.21,18380000.0,379186000.0,-,-0.2217,0.89,1.89,1.51
917,917,Highwoods Properties,HIW,Real Estate,Office REITs,HIW,44.3,103690000.0,4767000000.0,0.08,0.0034000000000000002,1.09,1.26,1.39
918,918,Harmonic Inc.,HLIT,Information Technology,Communications Equipment,HLIT,5.07,88730000.0,494645000.0,0.35,0.5452,0.8,0.1,-0.25
919,919,"Helix Energy Solutions Group, Inc.",HLX,Energy,Oil and Gas Equipment and Services,HLX,8.14,148790000.0,1165000000.0,1.0070000000000001,0.044000000000000004,2.43,0.28,0.22
920,920,Horace Mann Educators Corporation,HMN,Financials,Multi-line Insurance,HMN,38.44,41140000.0,1592000000.0,0.127,-0.1432,0.82,2.35,0.44
