,Security,Symbol,GICS Sector,GICS Sub Industry,Ticker,Price,Shares Outstanding,Market Cap,Expected Growth - 5 Year,Last 12 Month Return,Beta,Avg Current Estimate,EPS,Equity COC,PVEPS,EPS1,EPS2,EPS3,EPS4,EPS5,Known Growth,Unknown Growth,% Present,% Known,% Unknown
836,FactSet Research Systems Inc,FDS,Financials,Financial Exchanges & Data,FDS,272.6,38240000.0,10543000000.0,0.11710000000000001,0.4414,1.23,9.59,8.04,0.10025999999999999,95.65130660283265,8.981483999999998,10.033215776399999,11.208105343816438,12.520574479577343,13.98673375113585,46.30327993707144,130.64541346009594,35.088520397224,16.98579601506656,47.925683587709436
837,"Franklin Electric Co., Inc.",FELE,Industrials,Industrial Machinery,FELE,48.4,46350000.0,2251000000.0,0.134,0.1751,1.36,2.33,1.97,0.10832,21.510339734121125,2.23398,2.5333333199999997,2.8727999848799994,3.257755182853919,3.6942943773563437,11.699650608636595,15.190009657242278,44.442850690332904,24.172831836026024,31.384317473641072
839,First Financial Bancorp.,FFBC,Financials,Regional Banks,FFBC,25.27,98610000.0,2479000000.0,0.1,-0.1864,1.46,2.22,1.91,0.11452000000000001,19.38526021655606,2.101,2.3111,2.5422100000000003,2.7964310000000006,3.076074100000001,10.234823939224142,-4.350084155780202,76.7125453761617,40.50187550148058,-17.21442087764227
840,"First Financial Bankshares, Inc.",FFIN,Financials,Regional Banks,FFIN,62.39,67350000.0,4170000000.0,0.1,0.2551,0.99,2.36,2.27,0.08538,27.641133754977744,2.4970000000000003,2.7467000000000006,3.021370000000001,3.3235070000000015,3.655857700000002,12.825905453784436,21.92296079123782,44.30378867603421,20.557630155128123,35.13858116883767
841,First Horizon National Corp,FHN,Financials,Regional Banks,FHN,15.11,315360000.0,4745000000.0,0.055999999999999994,-0.1743,1.4,1.47,1.69,0.11079999999999998,13.267148014440435,1.78464,1.88457984,1.9901163110400002,2.1015628244582403,2.2192503426279018,8.085143212314417,-6.242291226754853,87.80375919550255,53.50855865198159,-41.31231784748414
842,Fair Isaac Corporation,FICO,Information Technology,Application Software,FICO,279.8,29070000.0,8093000000.0,0.177,0.6157,1.61,7.04,4.85,0.12382000000000001,56.856727507672424,5.70845,6.7188456500000004,7.908081330050001,9.307811725468852,10.95529440087684,31.37441076965075,191.56886172267684,20.32048874470065,11.213156100661454,68.4663551546379
843,Federated Investors,FII,Financials,Asset Management & Custody Banks,FII,31.0,100790000.0,3110000000.0,0.0264,0.16469999999999999,0.41,2.46,2.12,0.04942,49.77741804937273,2.175968,2.2334135552000003,2.2923756730572804,2.3528943908259925,2.4150108027437986,10.41287735197651,-29.19029540134924,160.5723162882991,33.58992694185971,-94.16224323015884
845,"Comfort Systems USA, Inc.",FIX,Industrials,Construction and Engineering,FIX,52.51,36900000.0,1999000000.0,0.1,0.24600000000000002,1.42,3.27,3.09,0.11204,29.186004998214923,3.399,3.7389,4.11279,4.524069000000001,4.976475900000001,16.630954895483175,6.6930401063019005,55.58180346260698,31.67197656728847,12.746219970104553
846,Flowers Foods Inc.,FLO,Consumer Staples,Packaged Foods & Meats,FLO,21.65,211450000.0,4599000000.0,0.052199999999999996,-0.0429,0.23,0.97,0.74,0.03826,25.352848928384734,0.778628,0.8192723816,0.86203839991952,0.907036804395319,0.9543841255847546,3.999094052127801,-7.701942980512537,117.10322830662695,18.471566060636494,-35.57479436726345
847,"SPX FLOW, Inc.",FLOW,Industrials,Industrial Machinery,FLOW,36.8,42530000.0,1531000000.0,0.081,-0.1873,2.01,2.55,1.03,0.14861999999999997,17.157852240613646,1.11343,1.2036178299999998,1.3011108742299997,1.4065008550426297,1.5204274243010827,4.949132813621849,14.693014945764503,46.624598479928395,13.448730471798504,39.92667104827311
848,"First Midwest Bancorp, Inc.",FMBI,Financials,Regional Banks,FMBI,21.5,107000000.0,2300000000.0,0.07,-0.1148,1.53,1.96,1.62,0.11886,16.489988221436985,1.7334000000000003,1.8547380000000004,1.9845696600000007,2.123489536200001,2.2721338037340013,7.942374593767092,-2.932362815204077,76.69761963459062,36.941277180312056,-13.638896814902685
849,Fabrinet,FN,Information Technology,Electronic Manufacturing Services,FN,60.22,36850000.0,2220000000.0,0.08960000000000001,1.1251,0.38,3.71,2.74,0.047560000000000005,78.0067283431455,2.985504,3.2530051583999997,3.5444744205926395,3.8620593286777396,4.208099844527265,16.17469799522963,-33.96142633837513,129.53624766380852,26.859345724393272,-56.3955933882018
850,First Industrial Realty Trust,FR,Real Estate,Industrial REITs,FR,35.08,126490000.0,4587000000.0,0.1,0.1263,0.86,0.84,1.2,0.07732,10.863942058975685,1.32,1.4520000000000002,1.5972000000000004,1.7569200000000005,1.9326120000000007,6.883801615305087,17.33225632571923,30.96904805865361,19.623151696992835,49.40780024435357
851,FNB Corporation,FNB,Financials,Regional Banks,FNB,12.23,321960000.0,3907000000.0,0.1,-0.0608,1.47,1.17,1.14,0.11513999999999999,10.161542470036478,1.254,1.3794000000000002,1.5173400000000004,1.6690740000000006,1.8359814000000008,6.102043129588187,-4.033585599624665,83.08701937887554,49.894056660573895,-32.98107603944943
852,Finisar Corporation,FNSR,Information Technology,Communications Equipment,FNSR,23.79,117900000.0,2835000000.0,0.15,0.5347,1.06,0.99,-0.49,0.08972,11.034329023629068,-0.5635,-0.648025,-0.7452287499999999,-0.8570130624999998,-0.9855650218749996,-3.1469361808335803,15.90260715720451,46.38221531580105,-13.227978902200842,66.8457635863998
853,"FormFactor, Inc.",FORM,Information Technology,Semiconductor Equipment,FORM,18.38,74490000.0,1396000000.0,0.2,0.6019,1.28,0.88,1.38,0.10336000000000001,8.51393188854489,1.656,1.9871999999999999,2.3846399999999996,2.8615679999999997,3.4338815999999994,9.863141581832819,0.0029265296222895643,46.32171865367187,53.66235898712089,0.015922359207233755
854,"Forrester Research, Inc.",FORR,Industrials,Research and Consulting Services,FORR,50.59,18420000.0,932774000.0,0.12,0.27440000000000003,0.94,1.61,0.84,0.08227999999999999,19.56733106465727,0.9408000000000001,1.0536960000000002,1.1801395200000002,1.3217562624000003,1.4803670138880005,5.043519195278897,25.979149740063836,38.6782586769268,9.96939947673235,51.35234184634085
855,"Fossil Group, Inc.",FOSL,Consumer Discretionary,"Apparel, Accessories and Luxury Goods",FOSL,13.63,49610000.0,650358000.0,0.17300000000000001,-0.0916,-0.1,0.58,-0.07,0.0178,32.58426966292134,-0.08211000000000002,-0.09631503000000002,-0.11297753019000004,-0.13252264291287005,-0.15544906013679657,-0.5563482239836658,-18.397921438937676,239.06287353573984,-4.081791812059176,-134.98108172368066
856,Fox Factory Holding Corp.,FOXF,Consumer Discretionary,Auto Parts and Equipment,FOXF,76.96,38030000.0,2942000000.0,0.15,1.3269,1.45,2.53,2.16,0.1139,22.21246707638279,2.484,2.8566,3.2850899999999994,3.777853499999999,4.344531524999999,13.251546453422954,41.49598647019425,28.86235326972816,17.218745391661844,53.91890133860999
857,"First Industrial Realty Trust, Inc.",FR,Real Estate,Industrial REITs,FR,35.08,126490000.0,4586000000.0,0.1,0.1263,0.86,0.84,1.2,0.07732,10.863942058975685,1.32,1.4520000000000002,1.5972000000000004,1.7569200000000005,1.9326120000000007,6.883801615305087,17.33225632571923,30.96904805865361,19.623151696992835,49.40780024435357
858,Francesca's Holdings Corporation,FRAN,Consumer Discretionary,Apparel Retail,FRAN,0.6918,36170000.0,25484000.0,0.1,-0.8613,1.68,-0.37,-0.455,0.12816,-2.887016229712859,-0.5005000000000001,-0.5505500000000001,-0.6056050000000002,-0.6661655000000002,-0.7327820500000003,-2.380649850726354,5.959466080439213,-417.3194896954118,-344.12400270690284,861.4434924023147
859,"Fiesta Restaurant Group, Inc.",FRGI,Consumer Discretionary,Restaurants,FRGI,13.31,27170000.0,346109000.0,0.13,-0.3667,0.26,0.72,0.29,0.04012,17.946161515453635,0.32769999999999994,0.3703009999999999,0.4184401299999998,0.47283734689999973,0.5343062019969996,1.947221385889576,-6.583382901343211,134.83216765930604,14.62976247850921,-49.46193013781526
860,"Franklin Financial Network, Inc.",FSB,Financials,Regional Banks,FSB,28.98,14570000.0,407497000.0,0.1,-0.1368,1.63,2.5,1.81,0.12506,19.99040460578922,1.9910000000000003,2.1901000000000006,2.409110000000001,2.650021000000001,2.9150231000000013,9.521286110770449,-0.5316907165596678,68.98000209036998,32.85467947125758,-1.8346815616275631
861,First Solar,FSLR,Information Technology,Semiconductors,FSLR,61.39,105350000.0,6501000000.0,0.1243,-0.12789999999999999,1.15,2.48,1.36,0.0953,26.02308499475341,1.5290480000000002,1.7191086664000004,1.9327938736335206,2.1730401521261675,2.4431490430354503,8.060944006184897,27.305970999061692,42.38977845700181,13.13071185239436,44.479509690603834
863,Federal Signal Corporation,FSS,Industrials,Construction Machinery and Heavy Trucks,FSS,28.96,60250000.0,1728000000.0,0.16,0.3319,1.54,1.55,1.53,0.11948,12.972882490793438,1.7748,2.0587679999999997,2.3881708799999997,2.7702782207999994,3.213522736127999,9.540071138316145,6.447046370890417,44.79586495439723,32.942234593633096,22.261900451969673
864,"FTD Companies, Inc.",FTD,Consumer Discretionary,Internet and Direct Marketing Retail,FTD,0.62,28320000.0,20081000.0,0.125,-0.9044,2.68,0.01,-8.033999999999999,0.19016,0.05258729490954985,-9.038249999999998,-10.168031249999999,-11.439035156249998,-12.868914550781248,-14.477528869628905,-40.50648553053418,41.073898235624625,8.481821759604815,-6533.304117828094,6624.822296068489
865,"Flotek Industries, Inc.",FTK,Materials,Specialty Chemicals,FTK,3.52,58350000.0,206864000.0,0.1,-0.0196,4.66,-0.33,-1.213,0.31292000000000003,-1.0545826409305892,-1.3343000000000003,-1.4677300000000004,-1.6145030000000007,-1.775953300000001,-1.9535486300000011,-4.8310168156328,9.40559945656339,-29.959734117346283,-137.2447958986591,267.2045300160054
866,Fortinet,FTNT,Information Technology,Systems Software,FTNT,93.02,170630000.0,15947000000.0,0.252,0.6805,1.05,2.08,1.91,0.08910000000000001,23.344556677890008,2.39132,2.9939326399999997,3.7484036652799997,4.6930013889305595,5.875637738941061,16.1095652470819,53.56587807502808,25.096276798419705,17.31838878422049,57.5853344173598
867,Frontier Communications Corporation,FTR,Telecommunication Services,Integrated Telecommunication Services,FTR,2.8,105320000.0,301212000.0,0.073,-0.6735,1.66,-1.18,-8.37,0.12692,-9.297195083517176,-8.98101,-9.636623729999998,-10.340097262289998,-11.094924362437167,-11.904853840895079,-40.808621137065906,52.90581622058308,-332.04268155418487,-1457.450754895211,1889.4934364493956
868,H.B. Fuller Company,FUL,Materials,Specialty Chemicals,FUL,49.2,50890000.0,2498000000.0,0.14,-0.0085,1.38,3.28,2.61,0.10955999999999999,29.937933552391385,2.9754,3.3919560000000004,3.8668298400000007,4.408186017600001,5.0253320600640015,15.715983051376671,3.5460833962319462,60.84945843981989,31.94305498247291,7.207486577707208
869,Fulton Financial Corporation,FULT,Financials,Regional Banks,FULT,17.33,169920000.0,2933000000.0,0.0285,0.0254,0.91,1.4,1.23,0.08042,17.408604824670476,1.265055,1.3011090675,1.33819067592375,1.376329110187577,1.4155544898279229,5.745866905223691,-5.824471729894169,100.45357659936802,33.15560822402592,-33.60918482339394
870,Forward Air Corporation,FWRD,Industrials,Air Freight and Logistics,FWRD,63.02,28700000.0,1817000000.0,0.1381,0.166,1.72,3.4,3.16,0.13064,26.025719534598895,3.5963960000000004,4.093058287600001,4.658309637117561,5.301622198003497,6.033776223547781,18.22084222228419,18.773438243116914,41.29755559282592,28.912793116921915,29.789651290252163
871,GATX Corp.,GATX,Industrials,Capital Goods,GATX,77.66,36450000.0,2820000000.0,0.12,0.1895,1.6,4.99,4.66,0.1232,40.503246753246756,5.219200000000001,5.845504000000002,6.546964480000002,7.332600217600003,8.212512243712004,25.94772787310806,11.20902537364518,52.15457990374293,33.41195966148347,14.433460434773602
872,"Glacier Bancorp, Inc.",GBCI,Financials,Regional Banks,GBCI,42.6,84590000.0,3600000000.0,0.1,0.1483,1.21,2.41,2.27,0.09902,24.338517471217937,2.4970000000000003,2.7467000000000006,3.021370000000001,3.3235070000000015,3.655857700000002,12.507285700215245,5.754196828566819,57.132670120229896,29.35982558735973,13.507504292410372
873,"The Greenbrier Companies, Inc.",GBX,Industrials,Construction Machinery and Heavy Trucks,GBX,35.61,32409999.999999996,1157000000.0,0.07,-0.1902,1.64,3.62,2.58,0.12568,28.80330999363463,2.7606,2.9538420000000003,3.1606109400000006,3.381853705800001,3.6185834652060014,12.503400211581695,-5.696710205216327,80.8854535064157,35.11204777192276,-15.997501278338465
876,Green Dot Corporation,GDOT,Financials,Consumer Finance,GDOT,64.22,53150000.0,3381000000.0,0.18030000000000002,0.0546,0.71,3.64,2.18,0.06802,53.513672449279625,2.573054,3.0369756361999998,3.5845423434068593,4.230835327923116,4.993654937547654,15.86993873378417,-5.1636111830637965,83.32867089579511,24.71183234784206,-8.04050324363718
877,"Greif, Inc.",GEF,Materials,Metal & Glass Containers,GEF,39.44,26230000.0,2083000000.0000002,0.15,-0.32299999999999995,1.43,3.68,3.8,0.11265999999999998,32.66465471329665,4.369999999999999,5.025499999999998,5.779324999999997,6.646223749999996,7.643157312499995,23.366585075948144,-16.591239789244796,82.8211326402045,59.24590536498009,-42.06703800518458
878,GEO Group Inc.,GEO,Real Estate,Specialized REITs,GEO,19.88,121030000.0,2412000000.0,0.15,-0.1387,1.6,1.33,1.2,0.1232,10.795454545454545,1.38,1.5869999999999997,1.8250499999999996,2.0988074999999995,2.4136286249999994,7.237224279481142,1.8473211750643124,54.30309127492226,36.40454868954297,9.29236003553477
879,Geospace Technologies Corporation,GEOS,Energy,Oil and Gas Equipment and Services,GEOS,14.5,13630000.0,184179000.0,0.37,0.3653,2.6,0.0,-1.17,0.1852,0.0,-1.6029,-2.195973,-3.00848301,-4.121621723700001,-5.646621761469001,-10.934816401852736,25.434816401852736,0.0,-75.41252690932922,175.41252690932922
881,Griffon Corporation,GFF,Industrials,Building Products,GFF,19.78,43560000.0,848909000.0,0.2041,-0.0055000000000000005,2.79,0.96,2.45,0.19698,4.87359122753579,2.9500450000000003,3.5521491845,4.27714283305645,5.150107685283271,6.201244663849587,14.926749524216309,-0.02034075175209793,24.638984972375077,75.4638499707599,-0.10283494313497436
882,Graco Inc.,GGG,Industrials,Industrial Machinery,GGG,51.43,166520000.0,8561000000.0,0.075,0.1664,0.87,2.02,1.99,0.07794000000000001,25.91737233769566,2.13925,2.29969375,2.4721707812499996,2.657583589843749,2.85690235908203,10.638062489285664,14.874565173018675,50.393490837440524,20.68454693619612,28.92196222636336
883,Graham Holdings Company,GHC,Consumer Discretionary,Education Services,GHC,739.66,4350000.0,3943000000.0,0.18100000000000002,0.22899999999999998,0.34,34.42,50.19,0.04508,763.5314995563443,59.27439,70.00305459,82.67360747079,97.637530423003,115.30992342956655,384.15756901620284,-408.0290685725472,103.227361160039,51.93704797017587,-55.16440913021486
884,"Greenhill & Co., Inc.",GHL,Financials,Investment Banking and Brokerage,GHL,21.0,20690000.0,420301000.0,1.183,0.2039,0.76,1.68,1.42,0.07112,23.622047244094485,3.0998599999999996,6.766994379999999,14.772348731539996,32.248037280951806,70.39746538431778,102.01644266386214,-104.63848990795663,112.48593925759278,485.79258411362923,-498.27852337122204
885,"Gulf Island Fabrication, Inc.",GIFI,Energy,Oil and Gas Equipment and Services,GIFI,8.7,15240000.0,129508999.99999999,0.316,-0.127,1.96,-0.1,-1.36,0.14552,-0.6871907641561298,-1.7897600000000002,-2.3553241600000003,-3.0996065945600004,-4.079082278440961,-5.368072278428304,-12.039156207505114,21.426346971661243,-7.898744415587699,-138.38110583339213,246.2798502489798
887,P. H. Glatfelter Company,GLT,Materials,Paper Products,GLT,15.23,44020000.0,698206000.0,0.002,-0.2738,1.75,0.7,-4.06,0.1325,5.283018867924528,-4.0681199999999995,-4.076256239999999,-4.084408752479999,-4.092577569984959,-4.1007627251249295,-16.16260673148808,26.10958786356355,34.68823944796144,-106.12348477667813,171.4352453287167
889,Globus Medical Inc.,GMED,Health Care,Health Care Equipment,GMED,44.97,76550000.0,4475000000.0,0.1027,-0.1258,0.88,1.71,1.54,0.07855999999999999,21.766802443991857,1.698158,1.8725588266000002,2.0648706180918204,2.27693283056985,2.510773832269374,8.879468909638073,14.32372864637007,48.40294072490962,19.745316676980373,31.851742598110004
892,Gentex Corp.,GNTX,Consumer Discretionary,Auto Parts & Equipment,GNTX,23.13,256880000.0,5929000000.0,0.15,0.0167,1.01,1.62,1.62,0.08662,18.70237820364812,1.863,2.1424499999999997,2.4638174999999993,2.833390124999999,3.2583986437499983,10.466895696728782,-6.039273900376903,80.85766625009997,45.25246734426624,-26.110133594366207
893,Genworth Financial,GNW,Financials,Multi-line Insurance,GNW,3.95,503210000.0,1910000000.0,0.05,0.3986,0.26,1.17,0.23800000000000002,0.04012,29.16251246261216,0.2499,0.26239500000000004,0.2755147500000001,0.2892904875000001,0.3037550118750001,1.273464316693929,-26.48597677930609,738.2914547496748,32.239602954276684,-670.5310577039515
895,"Group 1 Automotive, Inc.",GPI,Customer Discretionary,Automotive Retail,GPI,78.14,18480000.0,1442000000.0,-0.03,0.19190000000000002,1.9,9.3,8.22,0.14179999999999998,65.58533145275037,7.973400000000001,7.734198,7.5021720599999995,7.2771068982,7.0587936912539995,29.543307184697547,-16.988638637447913,83.93310910257279,37.80817402699967,-21.74128312957245
896,Gulfport Energy Corp,GPOR,Energy,Oil & Gas Exploration & Production,GPOR,6.69,162990000.0,1059000000.0,-0.0666,-0.2828,1.17,1.21,2.45,0.09653999999999999,12.533664802154549,2.28683,2.134527122,1.9923676156748003,1.8596759324708585,1.7358215153682994,8.501518855094924,-14.345183657249471,187.34924965851343,127.0780097921513,-214.42725945066474
897,Green Plains Inc.,GPRE,Energy,Oil and Gas Refining and Marketing,GPRE,17.52,41420000.0,717445000.0,0.15,-0.059699999999999996,1.03,-0.96,0.39,0.08786,-10.926473935806966,0.44849999999999995,0.5157749999999999,0.5931412499999998,0.6821124374999997,0.7844293031249996,2.5137457122438978,25.932728223563068,-62.3657188116836,14.347863654360147,148.01785515732345
898,"Chart Industries, Inc.",GTLS,Industrials,Industrial Machinery,GTLS,89.3,31730000.0,2799000000.0,0.25,0.5724,1.34,2.83,2.55,0.10708000000000001,26.428838251774373,3.1875,3.984375,4.98046875,6.2255859375,7.781982421875,20.61884606588432,42.252315682341305,29.59556355181901,23.08941328766441,47.31502316051658
900,Granite Construction Inc.,GVA,Industrials,Construction & Engineering,GVA,44.82,46810000.0,2096000000.0,0.07,-0.1497,1.27,3.41,0.42,0.10274,33.190578158458244,0.4494,0.48085800000000006,0.5145180600000001,0.5505343242000001,0.5890717268940002,2.117477470878561,9.511944370663194,74.05305256237894,4.724403103254264,21.222544334366788
901,"Great Western Bancorp, Inc.",GWB,Financials,Regional Banks,GWB,35.3,56940000.0,1996000000.0,0.057999999999999996,-0.1429,1.63,3.2,3.06,0.12506,25.587717895410204,3.23748,3.4252538400000003,3.6239185627200006,3.8341058393577607,4.056483978040511,14.369312434798537,-4.657030330208745,72.48645296150201,40.706267520675745,-13.192720482177748
902,Genesee & Wyoming,GWR,Industrials,Railroads,GWR,83.53,56500000.0,5037000000.0,0.1343,0.2302,1.27,4.38,4.03,0.10274,42.631886314969826,4.571229000000001,5.185145054700001,5.881510035546212,6.671396833320069,7.567365428034955,24.20239438007723,16.695719304952945,51.03781433613052,28.974493451547026,19.987692212322454
903,"Hawaiian Holdings, Inc.",HA,Industrials,Airlines,HA,27.93,48040000.0,1361000000.0,-0.0217,-0.3221,2.11,3.94,4.84,0.15481999999999999,25.448908409766183,4.734972,4.6322231076,4.5317038661650795,4.433365892269297,4.3371618524070525,17.46156093521767,-14.980469344983852,91.11675048251408,62.51901516368661,-53.635765646200696
904,Haemonetics,HAE,Health Care,Health Care Supplies,HAE,88.34,51010000.0,4461000000.0,0.12,0.1226,0.76,2.33,0.86,0.07112,32.7615298087739,0.9632000000000001,1.0787840000000002,1.2082380800000003,1.3532266496000005,1.5156138475520007,5.276071826684052,50.30239836454205,37.085725389148635,5.972460750151744,56.941813860699625
905,Hanmi Financial Corporation,HAFC,Financials,Regional Banks,HAFC,23.75,30860000.0,731717000.0,0.08,-0.1373,1.51,2.08,1.81,0.11762,17.684067335487164,1.9548,2.111184,2.28007872,2.4624850176,2.6594838190080003,9.137776994946224,-3.071844330433388,74.45923088626174,38.474850505036734,-12.934081391298475
906,Hain Celestial Group,HAIN,Consumer Staples,Food Products,HAIN,22.04,104120000.0,2268000000.0,-0.0415,-0.2455,1.44,0.65,-1.55,0.11327999999999999,5.737994350282486,-1.485675,-1.4240194875,-1.36492267876875,-1.308278387599847,-1.2539848345144533,-5.630597790245178,21.93260343996269,26.034457124693674,-25.547176906738557,99.51271978204488
907,"Haynes International, Inc.",HAYN,Materials,Steel,HAYN,33.23,12450000.0,401723000.0,0.2,-0.20329999999999998,2.13,1.31,-0.07,0.15605999999999998,8.394207356145074,-0.084,-0.1008,-0.12096,-0.145152,-0.1741824,-0.4531637962743761,25.288956440129297,25.260930954393846,-1.3637189174672768,76.10278796307342
909,"HCI Group, Inc.",HCI,Financials,Property and Casualty Insurance,HCI,42.4,8590000.0,364543000.0,0.25,0.0134,0.74,3.88,2.34,0.06988,55.52375500858615,2.925,3.65625,4.5703125,5.712890625,7.14111328125,20.450578389114902,-33.574333397701054,130.95225237874092,48.232496200742695,-79.18474857948361
910,Healthcare Services Group,HCSG,Industrials,Diversified Support Services,HCSG,33.65,74060000.0,2509000000.0,0.0902,-0.13019999999999998,1.0,1.52,1.12,0.086,17.674418604651166,1.221024,1.3311603648,1.4512310297049602,1.5821320685843476,1.7248403811706559,6.15252490228991,9.823056493058923,52.5242751995577,18.283877867131977,29.191846933310323
911,Hawaiian Electric Industries,HE,Utilities,Electric Utilities,HE,41.22,108940000.0,4524000000.0,0.059000000000000004,0.1877,0.14,1.96,1.85,0.03268,59.97552019583843,1.95915,2.07473985,2.1971495011499997,2.3267813217178497,2.4640614196992026,10.307969646091184,-29.063489841929613,145.50101939795834,25.007204381589485,-70.50822377954783
912,Helen of Troy Limited,HELE,Consumer Discretionary,Household Appliances,HELE,143.77,25590000.0,3682000000.0,0.0723,0.6248,0.53,7.82,6.4,0.05686,137.53077734787198,6.86272,7.358894656,7.890942739628801,8.461457899703964,9.073221305852561,35.33095089095842,-29.091728238830385,95.66027498634762,24.574633714236917,-20.23490870058453
913,"HFF, Inc.",HF,Real Estate,Real Estate Services,HF,47.49,39820000.0,1896000000.0,0.15,0.3515,1.99,2.84,3.15,0.14738,19.269914506717328,3.6224999999999996,4.165874999999999,4.7907562499999985,5.509369687499998,6.335775140624997,18.19540755451707,10.024677938765603,40.576783547520165,38.314187312101645,21.10902914037819
914,Heritage Financial Corporation,HFWA,Health Care,Regional Banks,HFWA,30.49,36830000.0,1123000000.0,0.07,0.0313,1.1,2.1,1.66,0.0922,22.7765726681128,1.7762,1.9005340000000002,2.03357138,2.1759213766000003,2.3282358729620003,8.527234509126691,-0.8138071772394913,74.70177982326271,27.967315543216436,-2.669095366479145
915,"Hillenbrand, Inc.",HI,Industrials,Industrial Machinery,HI,43.38,62530000.0,2683000000.0,0.125,-0.0673,1.23,2.54,1.37,0.10025999999999999,25.33413125872731,1.5412500000000002,1.7339062500000002,1.9506445312500003,2.1944750976562504,2.468784484863282,8.060689816950008,9.985178924322684,58.40048699568305,18.581580951936395,23.01793205238055
917,Highwoods Properties,HIW,Real Estate,Office REITs,HIW,44.3,103690000.0,4767000000.0,0.08,0.0034000000000000002,1.09,1.26,1.39,0.09158,13.758462546407513,1.5012,1.6212960000000003,1.7509996800000005,1.8910796544000006,2.042366026752001,7.348426066119735,23.193111387472747,31.05747753139394,16.587869223746583,52.35465324485947
918,Harmonic Inc.,HLIT,Information Technology,Communications Equipment,HLIT,5.07,88730000.0,494645000.0,0.35,0.5452,0.8,0.1,-0.25,0.0736,1.358695652173913,-0.3375,-0.45562500000000006,-0.6150937500000001,-0.8303765625000002,-1.1210083593750004,-2.8103770378297757,6.521681385655863,26.79873081210874,-55.431499759956125,128.63276894784738
919,"Helix Energy Solutions Group, Inc.",HLX,Energy,Oil and Gas Equipment and Services,HLX,8.14,148790000.0,1165000000.0,1.0070000000000001,0.044000000000000004,2.43,0.28,0.22,0.17466,1.6031146226955229,0.44153999999999993,0.8861707799999997,1.7785447554599991,3.569539324208218,7.164065423685892,8.450002139129785,-1.9131167618253073,19.694282834097333,103.80838008758948,-23.50266292168682
920,Horace Mann Educators Corporation,HMN,Financials,Multi-line Insurance,HMN,38.44,41140000.0,1592000000.0,0.127,-0.1432,0.82,2.35,0.44,0.07483999999999999,31.40032068412614,0.49588,0.55885676,0.62983156852,0.70982017772204,0.7999673402927391,2.7320053913353686,4.30767392453849,81.686578262555,7.107194046137796,11.206227691307205
921,"HomeStreet, Inc.",HMST,Financials,Thrifts and Mortgage Finance,HMST,28.84,27030000.0,765972000.0,0.07,0.13369999999999999,1.34,1.71,1.47,0.10708000000000001,15.969368696301828,1.5729,1.683003,1.80081321,1.9268701347000001,2.061751044129,7.355032029385436,5.515599274312736,55.372290902572225,25.502884983999433,19.12482411342835
922,HMS Holdings Corp.,HMSY,Health Care,Health Care Technology,HMSY,30.72,87080000.0,2663000000.0,0.2084,0.7023999999999999,1.57,1.13,0.64,0.12134,9.312675127740233,0.773376,0.9345475583999999,1.12930726957056,1.3646549045490646,1.6490489866570894,4.515779115653359,16.891545756606405,30.314697681446074,14.699801808767445,54.98550050978648
923,HNI Corporation,HNI,Industrials,Office Services & Supplies,HNI,37.16,43560000.0,1603000000.0,0.09,0.1093,1.36,2.64,2.07,0.10832,24.372230428360414,2.2563,2.4593670000000003,2.6807100300000006,2.9219739327000007,3.184951586643001,10.914658387526531,1.8731111841130517,65.58727241216474,29.372062399156437,5.040665188678826
924,Home BancShares Inc,HOMB,Financials,Regional Banks,HOMB,19.44,168170000.0,3242000000.0,0.05,-0.16519999999999999,1.53,1.77,1.73,0.11886,14.891468955073197,1.8165,1.9073250000000002,2.0026912500000003,2.1028258125000003,2.2079671031250006,8.031252401716449,-3.4827213567896447,76.6022065590185,41.313026757800664,-17.915233316819158
925,"Hope Bancorp, Inc.",HOPE,Financials,Regional Banks,HOPE,14.05,126640000.0,1775000000.0,0.08,-0.1862,1.87,1.38,1.4,0.13994,9.86136915821066,1.512,1.6329600000000002,1.7635968000000004,1.9046845440000006,2.0570593075200008,6.805681289733249,-2.6170504479439085,70.18768084135701,48.439012738314936,-18.626693579671947
926,HighPoint Resources Corporation,HPR,Energy,Oil and Gas Exploration and Production,HPR,2.79,210170000.0,570612000.0,0.31,-0.6006,2.01,0.06,0.64,0.14861999999999997,0.40371417036737994,0.8384,1.0983040000000002,1.4387782400000002,1.8847994944000004,2.469087337664001,5.5473968673929335,-3.1611110377603135,14.47004194865161,198.8314289388148,-113.30147088746644
927,Hospitality Properties Trust,HPT,Real Estate,Specialized REITs,HPT,25.9,164440000.0,4284000000.0,0.05,0.04019999999999999,1.36,1.88,1.13,0.10832,17.355982274741507,1.1864999999999999,1.245825,1.30811625,1.3735220625000002,1.4421981656250003,5.340159081346652,3.2038586439118397,67.01151457429154,20.618374831454258,12.370110594254209
929,Healthcare Realty Trust,HR,Real Estate,Health Care REITs,HR,30.56,128710000.00000001,3971000000.0,0.1,0.09630000000000001,0.8,0.26,0.55,0.0736,3.5326086956521743,0.6050000000000001,0.6655000000000002,0.7320500000000003,0.8052550000000004,0.8857805000000005,3.177473982778477,23.849917321569347,11.559583428181199,10.397493399144231,78.04292317267456
